"path","pinyin","pinyin_tone","voice","first_zeroes","last_zeroes","is_lexical_gap"
"voice_files/han2_FV2.mp3","han","han2","FV2",1742,0,FALSE
"voice_files/han2_FV3.mp3","han","han2","FV3",1972,0,FALSE
"voice_files/han2_MV1.mp3","han","han2","MV1",2199,0,FALSE
"voice_files/han2_MV2.mp3","han","han2","MV2",1681,0,FALSE
"voice_files/han2_MV3.mp3","han","han2","MV3",1629,1,FALSE
"voice_files/han3_FV1.mp3","han","han3","FV1",1649,0,FALSE
"voice_files/han3_FV2.mp3","han","han3","FV2",1634,0,FALSE
"voice_files/han3_FV3.mp3","han","han3","FV3",1585,0,FALSE
"voice_files/han3_MV1.mp3","han","han3","MV1",2178,0,FALSE
"voice_files/han3_MV2.mp3","han","han3","MV2",1760,0,FALSE
"voice_files/han3_MV3.mp3","han","han3","MV3",1653,0,FALSE
"voice_files/han4_FV1.mp3","han","han4","FV1",1498,0,FALSE
"voice_files/han4_FV2.mp3","han","han4","FV2",1515,0,FALSE
"voice_files/han4_FV3.mp3","han","han4","FV3",1579,0,FALSE
"voice_files/han4_MV1.mp3","han","han4","MV1",2185,0,FALSE
"voice_files/han4_MV2.mp3","han","han4","MV2",2154,0,FALSE
"voice_files/han4_MV3.mp3","han","han4","MV3",1616,0,FALSE
"voice_files/hang1_FV1.mp3","hang","hang1","FV1",1460,0,FALSE
"voice_files/hang1_FV2.mp3","hang","hang1","FV2",1873,0,FALSE
"voice_files/hang1_FV3.mp3","hang","hang1","FV3",1632,0,FALSE
"voice_files/hang1_MV1.mp3","hang","hang1","MV1",2046,0,FALSE
"voice_files/hang1_MV2.mp3","hang","hang1","MV2",1715,0,FALSE
"voice_files/hang1_MV3.mp3","hang","hang1","MV3",1804,0,FALSE
"voice_files/hang2_FV1.mp3","hang","hang2","FV1",1640,0,FALSE
"voice_files/hang2_FV2.mp3","hang","hang2","FV2",1774,0,FALSE
"voice_files/hang2_FV3.mp3","hang","hang2","FV3",1743,0,FALSE
"voice_files/hang2_MV1.mp3","hang","hang2","MV1",2196,0,FALSE
"voice_files/hang2_MV2.mp3","hang","hang2","MV2",1724,0,FALSE
"voice_files/hang2_MV3.mp3","hang","hang2","MV3",1735,0,FALSE
"voice_files/hang3_FV1.mp3","hang","hang3","FV1",1559,0,TRUE
"voice_files/hang3_FV2.mp3","hang","hang3","FV2",1610,0,TRUE
"voice_files/hang3_FV3.mp3","hang","hang3","FV3",1620,0,TRUE
"voice_files/hang3_MV1.mp3","hang","hang3","MV1",2184,0,TRUE
"voice_files/hang3_MV2.mp3","hang","hang3","MV2",1838,0,TRUE
"voice_files/hang3_MV3.mp3","hang","hang3","MV3",2121,0,TRUE
"voice_files/hang4_FV1.mp3","hang","hang4","FV1",1565,0,TRUE
"voice_files/hang4_FV2.mp3","hang","hang4","FV2",1615,0,TRUE
"voice_files/hang4_FV3.mp3","hang","hang4","FV3",1824,2,TRUE
"voice_files/hang4_MV1.mp3","hang","hang4","MV1",2212,0,TRUE
"voice_files/hang4_MV2.mp3","hang","hang4","MV2",1586,0,TRUE
"voice_files/hang4_MV3.mp3","hang","hang4","MV3",1626,0,TRUE
"voice_files/hao1_FV1.mp3","hao","hao1","FV1",1586,0,FALSE
"voice_files/hao1_FV2.mp3","hao","hao1","FV2",1543,0,FALSE
"voice_files/hao1_FV3.mp3","hao","hao1","FV3",1517,0,FALSE
"voice_files/hao1_MV1.mp3","hao","hao1","MV1",2151,0,FALSE
"voice_files/hao1_MV2.mp3","hao","hao1","MV2",1687,0,FALSE
"voice_files/hao1_MV3.mp3","hao","hao1","MV3",1700,0,FALSE
"voice_files/hao2_FV1.mp3","hao","hao2","FV1",1616,0,FALSE
"voice_files/hao2_FV2.mp3","hao","hao2","FV2",1585,0,FALSE
"voice_files/hao2_FV3.mp3","hao","hao2","FV3",1651,0,FALSE
"voice_files/hao2_MV1.mp3","hao","hao2","MV1",2101,0,FALSE
"voice_files/hao2_MV2.mp3","hao","hao2","MV2",1531,0,FALSE
"voice_files/hao2_MV3.mp3","hao","hao2","MV3",1663,0,FALSE
"voice_files/hao3_FV1.mp3","hao","hao3","FV1",2218,0,FALSE
"voice_files/hao3_FV2.mp3","hao","hao3","FV2",1598,0,FALSE
"voice_files/hao3_FV3.mp3","hao","hao3","FV3",1538,0,FALSE
"voice_files/hao3_MV1.mp3","hao","hao3","MV1",2135,0,FALSE
"voice_files/hao3_MV2.mp3","hao","hao3","MV2",1744,0,FALSE
"voice_files/hao3_MV3.mp3","hao","hao3","MV3",1714,0,FALSE
"voice_files/hao4_FV1.mp3","hao","hao4","FV1",1638,0,FALSE
"voice_files/hao4_FV2.mp3","hao","hao4","FV2",1484,0,FALSE
"voice_files/hao4_FV3.mp3","hao","hao4","FV3",1614,1,FALSE
"voice_files/hao4_MV1.mp3","hao","hao4","MV1",2128,0,FALSE
"voice_files/hao4_MV2.mp3","hao","hao4","MV2",1574,0,FALSE
"voice_files/hao4_MV3.mp3","hao","hao4","MV3",1522,0,FALSE
"voice_files/he1_FV1.mp3","he","he1","FV1",1497,0,FALSE
"voice_files/he1_FV2.mp3","he","he1","FV2",1625,0,FALSE
"voice_files/he1_FV3.mp3","he","he1","FV3",2144,0,FALSE
"voice_files/he1_MV1.mp3","he","he1","MV1",2138,0,FALSE
"voice_files/he1_MV2.mp3","he","he1","MV2",2129,0,FALSE
"voice_files/he1_MV3.mp3","he","he1","MV3",2155,0,FALSE
"voice_files/he2_FV1.mp3","he","he2","FV1",1549,0,FALSE
"voice_files/he2_FV2.mp3","he","he2","FV2",1756,0,FALSE
"voice_files/he2_FV3.mp3","he","he2","FV3",1725,0,FALSE
"voice_files/he2_MV1.mp3","he","he2","MV1",2157,0,FALSE
"voice_files/he2_MV2.mp3","he","he2","MV2",1684,0,FALSE
"voice_files/he2_MV3.mp3","he","he2","MV3",2161,0,FALSE
"voice_files/he3_FV1.mp3","he","he3","FV1",1930,0,TRUE
"voice_files/he3_FV2.mp3","he","he3","FV2",2145,0,TRUE
"voice_files/he3_FV3.mp3","he","he3","FV3",1703,0,TRUE
"voice_files/he3_MV1.mp3","he","he3","MV1",2189,0,TRUE
"voice_files/he3_MV2.mp3","he","he3","MV2",1526,0,TRUE
"voice_files/he3_MV3.mp3","he","he3","MV3",2120,0,TRUE
"voice_files/he4_FV1.mp3","he","he4","FV1",1521,0,FALSE
"voice_files/he4_FV2.mp3","he","he4","FV2",1805,0,FALSE
"voice_files/he4_FV3.mp3","he","he4","FV3",1712,0,FALSE
"voice_files/he4_MV1.mp3","he","he4","MV1",2141,0,FALSE
"voice_files/he4_MV2.mp3","he","he4","MV2",1730,0,FALSE
"voice_files/he4_MV3.mp3","he","he4","MV3",2167,0,FALSE
"voice_files/hei1_FV1.mp3","hei","hei1","FV1",1519,0,FALSE
"voice_files/hei1_FV2.mp3","hei","hei1","FV2",1637,0,FALSE
"voice_files/hei1_FV3.mp3","hei","hei1","FV3",1822,0,FALSE
"voice_files/hei1_MV1.mp3","hei","hei1","MV1",2176,0,FALSE
"voice_files/hei1_MV2.mp3","hei","hei1","MV2",1620,1,FALSE
"voice_files/hei1_MV3.mp3","hei","hei1","MV3",1724,0,FALSE
"voice_files/hei2_FV1.mp3","hei","hei2","FV1",1505,0,TRUE
"voice_files/hei2_FV2.mp3","hei","hei2","FV2",1516,0,TRUE
"voice_files/hei2_FV3.mp3","hei","hei2","FV3",1794,0,TRUE
"voice_files/hei2_MV1.mp3","hei","hei2","MV1",2157,0,TRUE
"voice_files/hei2_MV2.mp3","hei","hei2","MV2",1686,0,TRUE
"voice_files/hei2_MV3.mp3","hei","hei2","MV3",1588,0,TRUE
"voice_files/hei3_FV1.mp3","hei","hei3","FV1",1577,0,TRUE
"voice_files/hei3_FV2.mp3","hei","hei3","FV2",1914,0,TRUE
"voice_files/hei3_FV3.mp3","hei","hei3","FV3",1575,0,TRUE
"voice_files/hei3_MV1.mp3","hei","hei3","MV1",2201,0,TRUE
"voice_files/hei3_MV2.mp3","hei","hei3","MV2",1584,0,TRUE
"voice_files/hei3_MV3.mp3","hei","hei3","MV3",1631,0,TRUE
"voice_files/hei4_FV1.mp3","hei","hei4","FV1",1512,0,TRUE
"voice_files/hei4_FV2.mp3","hei","hei4","FV2",1637,0,TRUE
"voice_files/hei4_FV3.mp3","hei","hei4","FV3",1628,0,TRUE
"voice_files/hei4_MV1.mp3","hei","hei4","MV1",2032,0,TRUE
"voice_files/hei4_MV2.mp3","hei","hei4","MV2",1738,0,TRUE
"voice_files/hei4_MV3.mp3","hei","hei4","MV3",1677,0,TRUE
"voice_files/hen1_FV1.mp3","hen","hen1","FV1",1634,0,TRUE
"voice_files/hen1_FV2.mp3","hen","hen1","FV2",2091,0,TRUE
"voice_files/hen1_FV3.mp3","hen","hen1","FV3",1803,0,TRUE
"voice_files/hen1_MV1.mp3","hen","hen1","MV1",2192,0,TRUE
"voice_files/hen1_MV2.mp3","hen","hen1","MV2",1735,0,TRUE
"voice_files/hen1_MV3.mp3","hen","hen1","MV3",2122,0,TRUE
"voice_files/hen2_FV1.mp3","hen","hen2","FV1",1594,0,FALSE
"voice_files/hen2_FV2.mp3","hen","hen2","FV2",1691,0,FALSE
"voice_files/hen2_FV3.mp3","hen","hen2","FV3",1738,0,FALSE
"voice_files/hen2_MV1.mp3","hen","hen2","MV1",2160,0,FALSE
"voice_files/hen2_MV2.mp3","hen","hen2","MV2",1731,0,FALSE
"voice_files/hen2_MV3.mp3","hen","hen2","MV3",1855,0,FALSE
"voice_files/hen3_FV1.mp3","hen","hen3","FV1",1654,0,FALSE
"voice_files/hen3_FV2.mp3","hen","hen3","FV2",2044,0,FALSE
"voice_files/hen3_FV3.mp3","hen","hen3","FV3",2128,0,FALSE
"voice_files/hen3_MV1.mp3","hen","hen3","MV1",2175,0,FALSE
"voice_files/hen3_MV2.mp3","hen","hen3","MV2",1698,0,FALSE
"voice_files/hen3_MV3.mp3","hen","hen3","MV3",2146,0,FALSE
"voice_files/hen4_FV1.mp3","hen","hen4","FV1",1763,0,FALSE
"voice_files/hen4_FV2.mp3","hen","hen4","FV2",1762,15,FALSE
"voice_files/hen4_FV3.mp3","hen","hen4","FV3",1727,0,FALSE
"voice_files/hen4_MV1.mp3","hen","hen4","MV1",2023,0,FALSE
"voice_files/hen4_MV2.mp3","hen","hen4","MV2",1765,0,FALSE
"voice_files/hen4_MV3.mp3","hen","hen4","MV3",1615,0,FALSE
"voice_files/heng1_FV1.mp3","heng","heng1","FV1",1616,0,FALSE
"voice_files/heng1_FV2.mp3","heng","heng1","FV2",1866,0,FALSE
"voice_files/heng1_FV3.mp3","heng","heng1","FV3",2143,0,FALSE
"voice_files/heng1_MV1.mp3","heng","heng1","MV1",2191,0,FALSE
"voice_files/heng1_MV2.mp3","heng","heng1","MV2",1649,0,FALSE
"voice_files/heng1_MV3.mp3","heng","heng1","MV3",1700,0,FALSE
"voice_files/heng2_FV1.mp3","heng","heng2","FV1",1631,0,FALSE
"voice_files/heng2_FV2.mp3","heng","heng2","FV2",2200,0,FALSE
"voice_files/heng2_FV3.mp3","heng","heng2","FV3",1793,0,FALSE
"voice_files/heng2_MV1.mp3","heng","heng2","MV1",1704,0,FALSE
"voice_files/heng2_MV2.mp3","heng","heng2","MV2",2129,0,FALSE
"voice_files/heng2_MV3.mp3","heng","heng2","MV3",1692,0,FALSE
"voice_files/heng3_FV1.mp3","heng","heng3","FV1",1512,0,TRUE
"voice_files/heng3_FV2.mp3","heng","heng3","FV2",1743,0,TRUE
"voice_files/heng3_FV3.mp3","heng","heng3","FV3",1721,0,TRUE
"voice_files/heng3_MV1.mp3","heng","heng3","MV1",2188,0,TRUE
"voice_files/heng3_MV2.mp3","heng","heng3","MV2",1888,2,TRUE
"voice_files/heng3_MV3.mp3","heng","heng3","MV3",1972,0,TRUE
"voice_files/heng4_FV1.mp3","heng","heng4","FV1",1571,0,FALSE
"voice_files/heng4_FV2.mp3","heng","heng4","FV2",2135,0,FALSE
"voice_files/heng4_FV3.mp3","heng","heng4","FV3",1646,2,FALSE
"voice_files/heng4_MV1.mp3","heng","heng4","MV1",2185,0,FALSE
"voice_files/heng4_MV2.mp3","heng","heng4","MV2",1911,0,FALSE
"voice_files/heng4_MV3.mp3","heng","heng4","MV3",1592,0,FALSE
"voice_files/hong1_FV1.mp3","hong","hong1","FV1",1502,0,FALSE
"voice_files/hong1_FV2.mp3","hong","hong1","FV2",1717,0,FALSE
"voice_files/hong1_FV3.mp3","hong","hong1","FV3",1567,0,FALSE
"voice_files/hong1_MV1.mp3","hong","hong1","MV1",2076,0,FALSE
"voice_files/hong1_MV2.mp3","hong","hong1","MV2",1496,0,FALSE
"voice_files/hong1_MV3.mp3","hong","hong1","MV3",1622,0,FALSE
"voice_files/hong2_FV1.mp3","hong","hong2","FV1",1601,0,FALSE
"voice_files/hong2_FV2.mp3","hong","hong2","FV2",1892,0,FALSE
"voice_files/hong2_FV3.mp3","hong","hong2","FV3",1892,0,FALSE
"voice_files/hong2_MV1.mp3","hong","hong2","MV1",1883,0,FALSE
"voice_files/hong2_MV2.mp3","hong","hong2","MV2",1736,0,FALSE
"voice_files/hong2_MV3.mp3","hong","hong2","MV3",1665,0,FALSE
"voice_files/hong3_FV1.mp3","hong","hong3","FV1",1536,0,FALSE
"voice_files/hong3_FV2.mp3","hong","hong3","FV2",2183,0,FALSE
"voice_files/hong3_FV3.mp3","hong","hong3","FV3",2087,0,FALSE
"voice_files/hong3_MV1.mp3","hong","hong3","MV1",2207,0,FALSE
"voice_files/hong3_MV2.mp3","hong","hong3","MV2",1669,0,FALSE
"voice_files/hong3_MV3.mp3","hong","hong3","MV3",1780,0,FALSE
"voice_files/hong4_FV1.mp3","hong","hong4","FV1",1483,0,FALSE
"voice_files/hong4_FV2.mp3","hong","hong4","FV2",1752,0,FALSE
"voice_files/hong4_FV3.mp3","hong","hong4","FV3",1613,0,FALSE
"voice_files/hong4_MV1.mp3","hong","hong4","MV1",2160,0,FALSE
"voice_files/hong4_MV2.mp3","hong","hong4","MV2",1521,0,FALSE
"voice_files/hong4_MV3.mp3","hong","hong4","MV3",1647,0,FALSE
"voice_files/hou1_FV1.mp3","hou","hou1","FV1",1485,0,FALSE
"voice_files/hou1_FV2.mp3","hou","hou1","FV2",2160,0,FALSE
"voice_files/hou1_FV3.mp3","hou","hou1","FV3",1725,0,FALSE
"voice_files/hou1_MV1.mp3","hou","hou1","MV1",2147,0,FALSE
"voice_files/hou1_MV2.mp3","hou","hou1","MV2",2184,0,FALSE
"voice_files/hou1_MV3.mp3","hou","hou1","MV3",1766,0,FALSE
"voice_files/hou2_FV1.mp3","hou","hou2","FV1",1652,0,FALSE
"voice_files/hou2_FV2.mp3","hou","hou2","FV2",1841,0,FALSE
"voice_files/hou2_FV3.mp3","hou","hou2","FV3",1606,0,FALSE
"voice_files/hou2_MV1.mp3","hou","hou2","MV1",2187,0,FALSE
"voice_files/hou2_MV2.mp3","hou","hou2","MV2",1794,0,FALSE
"voice_files/hou2_MV3.mp3","hou","hou2","MV3",1788,0,FALSE
"voice_files/hou3_FV1.mp3","hou","hou3","FV1",1459,0,FALSE
"voice_files/hou3_FV2.mp3","hou","hou3","FV2",2185,0,FALSE
"voice_files/hou3_FV3.mp3","hou","hou3","FV3",1680,0,FALSE
"voice_files/hou3_MV1.mp3","hou","hou3","MV1",2021,0,FALSE
"voice_files/hou3_MV2.mp3","hou","hou3","MV2",1830,0,FALSE
"voice_files/hou3_MV3.mp3","hou","hou3","MV3",1737,0,FALSE
"voice_files/hou4_FV1.mp3","hou","hou4","FV1",1503,0,FALSE
"voice_files/hou4_FV2.mp3","hou","hou4","FV2",1673,0,FALSE
"voice_files/hou4_FV3.mp3","hou","hou4","FV3",1756,0,FALSE
"voice_files/hou4_MV1.mp3","hou","hou4","MV1",2198,0,FALSE
"voice_files/hou4_MV2.mp3","hou","hou4","MV2",2210,1,FALSE
"voice_files/hou4_MV3.mp3","hou","hou4","MV3",1542,0,FALSE
"voice_files/hu1_FV1.mp3","hu","hu1","FV1",1456,0,FALSE
"voice_files/hu1_FV2.mp3","hu","hu1","FV2",2183,0,FALSE
"voice_files/hu1_FV3.mp3","hu","hu1","FV3",1757,0,FALSE
"voice_files/hu1_MV1.mp3","hu","hu1","MV1",1817,0,FALSE
"voice_files/hu1_MV2.mp3","hu","hu1","MV2",2155,0,FALSE
"voice_files/hu1_MV3.mp3","hu","hu1","MV3",1741,0,FALSE
"voice_files/hu2_FV1.mp3","hu","hu2","FV1",1655,0,FALSE
"voice_files/hu2_FV2.mp3","hu","hu2","FV2",2207,0,FALSE
"voice_files/hu2_FV3.mp3","hu","hu2","FV3",1582,0,FALSE
"voice_files/hu2_MV1.mp3","hu","hu2","MV1",1680,0,FALSE
"voice_files/hu2_MV2.mp3","hu","hu2","MV2",1799,0,FALSE
"voice_files/hu2_MV3.mp3","hu","hu2","MV3",1522,0,FALSE
"voice_files/hu3_FV1.mp3","hu","hu3","FV1",1520,0,FALSE
"voice_files/hu3_FV2.mp3","hu","hu3","FV2",1924,0,FALSE
"voice_files/hu3_FV3.mp3","hu","hu3","FV3",1747,0,FALSE
"voice_files/hu3_MV1.mp3","hu","hu3","MV1",1902,0,FALSE
"voice_files/hu3_MV2.mp3","hu","hu3","MV2",1542,0,FALSE
"voice_files/hu3_MV3.mp3","hu","hu3","MV3",2057,1,FALSE
"voice_files/hu4_FV1.mp3","hu","hu4","FV1",1524,0,FALSE
"voice_files/hu4_FV2.mp3","hu","hu4","FV2",1710,0,FALSE
"voice_files/hu4_FV3.mp3","hu","hu4","FV3",1550,0,FALSE
"voice_files/hu4_MV1.mp3","hu","hu4","MV1",1773,1,FALSE
"voice_files/hu4_MV2.mp3","hu","hu4","MV2",1636,0,FALSE
"voice_files/hu4_MV3.mp3","hu","hu4","MV3",1664,0,FALSE
"voice_files/hua1_FV1.mp3","hua","hua1","FV1",2159,0,FALSE
"voice_files/hua1_FV2.mp3","hua","hua1","FV2",1705,0,FALSE
"voice_files/hua1_FV3.mp3","hua","hua1","FV3",2194,0,FALSE
"voice_files/hua1_MV1.mp3","hua","hua1","MV1",2072,0,FALSE
"voice_files/hua1_MV2.mp3","hua","hua1","MV2",2156,0,FALSE
"voice_files/hua1_MV3.mp3","hua","hua1","MV3",2185,0,FALSE
"voice_files/hua2_FV1.mp3","hua","hua2","FV1",1531,0,FALSE
"voice_files/hua2_FV2.mp3","hua","hua2","FV2",1757,0,FALSE
"voice_files/hua2_FV3.mp3","hua","hua2","FV3",2162,0,FALSE
"voice_files/hua2_MV1.mp3","hua","hua2","MV1",1816,0,FALSE
"voice_files/hua2_MV2.mp3","hua","hua2","MV2",2128,0,FALSE
"voice_files/hua2_MV3.mp3","hua","hua2","MV3",2144,0,FALSE
"voice_files/hua3_FV1.mp3","hua","hua3","FV1",1596,0,TRUE
"voice_files/hua3_FV2.mp3","hua","hua3","FV2",2135,0,TRUE
"voice_files/hua3_FV3.mp3","hua","hua3","FV3",1726,0,TRUE
"voice_files/hua3_MV1.mp3","hua","hua3","MV1",2053,0,TRUE
"voice_files/hua3_MV2.mp3","hua","hua3","MV2",2112,446,TRUE
"voice_files/hua3_MV3.mp3","hua","hua3","MV3",2154,0,TRUE
"voice_files/hua4_FV1.mp3","hua","hua4","FV1",1854,0,FALSE
"voice_files/hua4_FV2.mp3","hua","hua4","FV2",2218,0,FALSE
"voice_files/hua4_FV3.mp3","hua","hua4","FV3",2168,0,FALSE
"voice_files/hua4_MV1.mp3","hua","hua4","MV1",2160,312,FALSE
"voice_files/hua4_MV2.mp3","hua","hua4","MV2",2212,0,FALSE
"voice_files/hua4_MV3.mp3","hua","hua4","MV3",2144,0,FALSE
"voice_files/huai1_FV1.mp3","huai","huai1","FV1",2144,0,TRUE
"voice_files/huai1_FV2.mp3","huai","huai1","FV2",2911,0,TRUE
"voice_files/huai1_FV3.mp3","huai","huai1","FV3",2085,0,TRUE
"voice_files/huai1_MV1.mp3","huai","huai1","MV1",2153,0,TRUE
"voice_files/huai1_MV2.mp3","huai","huai1","MV2",2168,0,TRUE
"voice_files/huai1_MV3.mp3","huai","huai1","MV3",2195,0,TRUE
"voice_files/huai2_FV1.mp3","huai","huai2","FV1",1700,0,FALSE
"voice_files/huai2_FV2.mp3","huai","huai2","FV2",1635,0,FALSE
"voice_files/huai2_FV3.mp3","huai","huai2","FV3",1612,0,FALSE
"voice_files/huai2_MV1.mp3","huai","huai2","MV1",2193,0,FALSE
"voice_files/huai2_MV2.mp3","huai","huai2","MV2",2160,0,FALSE
"voice_files/huai2_MV3.mp3","huai","huai2","MV3",2058,0,FALSE
"voice_files/huai3_FV1.mp3","huai","huai3","FV1",1502,0,TRUE
"voice_files/huai3_FV2.mp3","huai","huai3","FV2",1517,0,TRUE
"voice_files/huai3_FV3.mp3","huai","huai3","FV3",2170,0,TRUE
"voice_files/huai3_MV1.mp3","huai","huai3","MV1",1640,0,TRUE
"voice_files/huai3_MV2.mp3","huai","huai3","MV2",2036,0,TRUE
"voice_files/huai3_MV3.mp3","huai","huai3","MV3",2109,0,TRUE
"voice_files/huai4_FV1.mp3","huai","huai4","FV1",1725,0,FALSE
"voice_files/huai4_FV2.mp3","huai","huai4","FV2",2015,0,FALSE
"voice_files/huai4_FV3.mp3","huai","huai4","FV3",2171,0,FALSE
"voice_files/huai4_MV1.mp3","huai","huai4","MV1",2063,0,FALSE
"voice_files/huai4_MV2.mp3","huai","huai4","MV2",2188,1036,FALSE
"voice_files/huai4_MV3.mp3","huai","huai4","MV3",2178,0,FALSE
"voice_files/huan1_FV1.mp3","huan","huan1","FV1",1871,0,FALSE
"voice_files/huan1_FV2.mp3","huan","huan1","FV2",2280,0,FALSE
"voice_files/huan1_FV3.mp3","huan","huan1","FV3",2109,0,FALSE
"voice_files/huan1_MV1.mp3","huan","huan1","MV1",2160,0,FALSE
"voice_files/huan1_MV2.mp3","huan","huan1","MV2",2183,1033,FALSE
"voice_files/huan1_MV3.mp3","huan","huan1","MV3",1756,0,FALSE
"voice_files/huan2_FV1.mp3","huan","huan2","FV1",1651,0,FALSE
"voice_files/huan2_FV2.mp3","huan","huan2","FV2",2149,0,FALSE
"voice_files/huan2_FV3.mp3","huan","huan2","FV3",2199,0,FALSE
"voice_files/huan2_MV1.mp3","huan","huan2","MV1",1842,0,FALSE
"voice_files/huan2_MV2.mp3","huan","huan2","MV2",1694,0,FALSE
"voice_files/huan2_MV3.mp3","huan","huan2","MV3",2103,0,FALSE
"voice_files/huan3_FV1.mp3","huan","huan3","FV1",1747,0,FALSE
"voice_files/huan3_FV2.mp3","huan","huan3","FV2",1560,0,FALSE
"voice_files/huan3_FV3.mp3","huan","huan3","FV3",2186,0,FALSE
"voice_files/huan3_MV1.mp3","huan","huan3","MV1",2220,0,FALSE
"voice_files/huan3_MV2.mp3","huan","huan3","MV2",1726,0,FALSE
"voice_files/huan3_MV3.mp3","huan","huan3","MV3",2177,77,FALSE
"voice_files/huan4_FV1.mp3","huan","huan4","FV1",1703,0,FALSE
"voice_files/huan4_FV2.mp3","huan","huan4","FV2",2197,0,FALSE
"voice_files/huan4_FV3.mp3","huan","huan4","FV3",2051,0,FALSE
"voice_files/huan4_MV1.mp3","huan","huan4","MV1",1897,0,FALSE
"voice_files/huan4_MV2.mp3","huan","huan4","MV2",1621,0,FALSE
"voice_files/huan4_MV3.mp3","huan","huan4","MV3",2185,0,FALSE
"voice_files/huang1_FV1.mp3","huang","huang1","FV1",1507,0,FALSE
"voice_files/huang1_FV2.mp3","huang","huang1","FV2",2316,0,FALSE
"voice_files/huang1_FV3.mp3","huang","huang1","FV3",2042,0,FALSE
"voice_files/huang1_MV1.mp3","huang","huang1","MV1",2182,0,FALSE
"voice_files/huang1_MV2.mp3","huang","huang1","MV2",2159,0,FALSE
"voice_files/huang1_MV3.mp3","huang","huang1","MV3",2186,0,FALSE
"voice_files/huang2_FV1.mp3","huang","huang2","FV1",1530,0,FALSE
"voice_files/huang2_FV2.mp3","huang","huang2","FV2",1829,0,FALSE
"voice_files/huang2_FV3.mp3","huang","huang2","FV3",2029,0,FALSE
"voice_files/huang2_MV1.mp3","huang","huang2","MV1",2187,5,FALSE
"voice_files/huang2_MV2.mp3","huang","huang2","MV2",2136,0,FALSE
"voice_files/huang2_MV3.mp3","huang","huang2","MV3",2177,36,FALSE
"voice_files/huang3_FV1.mp3","huang","huang3","FV1",1584,0,FALSE
"voice_files/huang3_FV2.mp3","huang","huang3","FV2",1551,0,FALSE
"voice_files/huang3_FV3.mp3","huang","huang3","FV3",2078,0,FALSE
"voice_files/huang3_MV1.mp3","huang","huang3","MV1",2136,0,FALSE
"voice_files/huang3_MV2.mp3","huang","huang3","MV2",2136,1020,FALSE
"voice_files/huang3_MV3.mp3","huang","huang3","MV3",2178,0,FALSE
"voice_files/huang4_FV1.mp3","huang","huang4","FV1",2152,0,FALSE
"voice_files/huang4_FV2.mp3","huang","huang4","FV2",1643,0,FALSE
"voice_files/huang4_FV3.mp3","huang","huang4","FV3",1601,0,FALSE
"voice_files/huang4_MV1.mp3","huang","huang4","MV1",2133,0,FALSE
"voice_files/huang4_MV2.mp3","huang","huang4","MV2",2184,0,FALSE
"voice_files/huang4_MV3.mp3","huang","huang4","MV3",1554,0,FALSE
"voice_files/hui1_FV1.mp3","hui","hui1","FV1",1480,0,FALSE
"voice_files/hui1_FV2.mp3","hui","hui1","FV2",1833,0,FALSE
"voice_files/hui1_FV3.mp3","hui","hui1","FV3",1554,0,FALSE
"voice_files/hui1_MV1.mp3","hui","hui1","MV1",2153,0,FALSE
"voice_files/hui1_MV2.mp3","hui","hui1","MV2",2140,0,FALSE
"voice_files/hui1_MV3.mp3","hui","hui1","MV3",2154,0,FALSE
"voice_files/hui2_FV1.mp3","hui","hui2","FV1",1499,0,FALSE
"voice_files/hui2_FV2.mp3","hui","hui2","FV2",1652,0,FALSE
"voice_files/hui2_FV3.mp3","hui","hui2","FV3",2090,0,FALSE
"voice_files/hui2_MV1.mp3","hui","hui2","MV1",2163,0,FALSE
"voice_files/hui2_MV2.mp3","hui","hui2","MV2",1870,0,FALSE
"voice_files/hui2_MV3.mp3","hui","hui2","MV3",2135,0,FALSE
"voice_files/hui3_FV1.mp3","hui","hui3","FV1",1486,0,FALSE
"voice_files/hui3_FV2.mp3","hui","hui3","FV2",1498,0,FALSE
"voice_files/hui3_FV3.mp3","hui","hui3","FV3",1937,0,FALSE
"voice_files/hui3_MV1.mp3","hui","hui3","MV1",2204,0,FALSE
"voice_files/hui3_MV2.mp3","hui","hui3","MV2",1726,0,FALSE
"voice_files/hui3_MV3.mp3","hui","hui3","MV3",2189,0,FALSE
"voice_files/hui4_FV1.mp3","hui","hui4","FV1",1490,0,FALSE
"voice_files/hui4_FV2.mp3","hui","hui4","FV2",1656,0,FALSE
"voice_files/hui4_FV3.mp3","hui","hui4","FV3",1907,0,FALSE
"voice_files/hui4_MV1.mp3","hui","hui4","MV1",1599,0,FALSE
"voice_files/hui4_MV2.mp3","hui","hui4","MV2",2193,0,FALSE
"voice_files/hui4_MV3.mp3","hui","hui4","MV3",2169,0,FALSE
"voice_files/hun1_FV1.mp3","hun","hun1","FV1",1493,0,FALSE
"voice_files/hun1_FV2.mp3","hun","hun1","FV2",2217,0,FALSE
"voice_files/hun1_FV3.mp3","hun","hun1","FV3",2163,0,FALSE
"voice_files/hun1_MV1.mp3","hun","hun1","MV1",1962,0,FALSE
"voice_files/hun1_MV2.mp3","hun","hun1","MV2",2162,0,FALSE
"voice_files/hun1_MV3.mp3","hun","hun1","MV3",1852,0,FALSE
"voice_files/hun2_FV1.mp3","hun","hun2","FV1",1553,0,FALSE
